review_id,domain,entity_id,entity_name,review_text,sentiment_text,sentiment_label,rating,rating_original,review_date,source,raw_source_path,label_method,text_key
amazon_11142,ecommerce,B07C97XHJH,B07C97XHJH,Perfect as party favors,Perfect as party favors,positive,5.0,5.0,1551449801832,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9623708884876605986
amazon_3249,ecommerce,B00V5YFCX0,B00V5YFCX0,"It arrived on time. It did have a smell, but like always when your purchase something you wash it. After washing, the smell went away. It does its work, by applying and shooting out makeup evenly.","It arrived on time. It did have a smell, but like always when your purchase something you wash it. After washing, the smell went away. It does its work, by applying and shooting out makeup evenly.",positive,5.0,5.0,1439367510000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",10494890792384551043
amazon_13966,ecommerce,B016RE8PPE,B016RE8PPE,"Loved the product, would review it like I did their other balm but this is not re-orderable. KNOCKED OFF STAR FOR NOT BEING RE-ORDERABLE.","Loved the product, would review it like I did their other balm but this is not re-orderable. KNOCKED OFF STAR FOR NOT BEING RE-ORDERABLE.",positive,4.0,4.0,1466467209000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",11501668357521252516
amazon_27050,ecommerce,B0758X2CLZ,B0758X2CLZ,I thought these were Gillette but they are a no name knock off. Dull blades leave one still needing a shave after using this product. I'm throwing out.,I thought these were Gillette but they are a no name knock off. Dull blades leave one still needing a shave after using this product. I'm throwing out.,negative,1.0,1.0,1521260392576,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3774668455784226818
amazon_19462,ecommerce,B083W3NMC1,B083W3NMC1,It works well to remove make up from skin but not for mascara. I had to use a make up remover wipe to take off my water proof mascara . Also It took a lot of soap and scrubbing to remove the make up from the pad and it didn’t all come off.,It works well to remove make up from skin but not for mascara. I had to use a make up remover wipe to take off my water proof mascara . Also It took a lot of soap and scrubbing to remove the make up from the pad and it didn’t all come off.,neutral,3.0,3.0,1615427297575,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",12788270934549782013
amazon_14701,ecommerce,B08YT2BLS4,B08YT2BLS4,Lasted a few days & are easy to remove.,Lasted a few days & are easy to remove.,positive,5.0,5.0,1632706821529,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3281553706554740198
amazon_11778,ecommerce,B009B555NM,B009B555NM,This is the worst smelling s**t I have ever had the displeasure of smelling and that says a lot since I work in a daycare. Threw it away seconds after taking a smell. YUCK!!!!!,This is the worst smelling s**t I have ever had the displeasure of smelling and that says a lot since I work in a daycare. Threw it away seconds after taking a smell. YUCK!!!!!,negative,1.0,1.0,1581724540832,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",12528088728711352388
amazon_29958,ecommerce,B08CVK5FHV,B08CVK5FHV,"[[VIDEOID:46cfc0e44c3ad5baa95bfff9ab2830e5]] This hair came to me already dyed. It’s not a virgin. I would not recommend this hair to anyone. Do not dye and do not buy it. Before Installed the hair, I had issues with the bundles tangling. I’ve only had the hearing for two weeks before it started to tango and become very unruly. My stylist couldn’t do anything for me","[[VIDEOID:46cfc0e44c3ad5baa95bfff9ab2830e5]] This hair came to me already dyed. It’s not a virgin. I would not recommend this hair to anyone. Do not dye and do not buy it. Before Installed the hair, I had issues with the bundles tangling. I’ve only had the hearing for two weeks before it started to tango and become very unruly. My stylist couldn’t do anything for me",negative,2.0,2.0,1619177456941,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",2235453634013839641
amazon_2572,ecommerce,B0886H7CBY,B0886H7CBY,"I had to return this because it didn’t fit my head but even if it did I felt like it was so fake that even all my tricks with dry shampoo, etc. would just not work it just felt like plastic. And I’ve bought $10 wigs on Amazon that feels so much like my own hair that I can’t even understand how they do it I purchase a couple weeks from this brand and they were all like that except for the red the red felt pretty natural, but it looked horrible on me lol.","I had to return this because it didn’t fit my head but even if it did I felt like it was so fake that even all my tricks with dry shampoo, etc. would just not work it just felt like plastic. And I’ve bought $10 wigs on Amazon that feels so much like my own hair that I can’t even understand how they do it I purchase a couple weeks from this brand and they were all like that except for the red the red felt pretty natural, but it looked horrible on me lol.",neutral,3.0,3.0,1675716481999,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",16321007481040533375
amazon_389,ecommerce,B01N2VTZCC,B01N2VTZCC,"My son, who used to hate my haircuts, now likes my haircut because of this product. He feels pampered when I place this cloth on him and push the snap-in buttons around his neck.","My son, who used to hate my haircuts, now likes my haircut because of this product. He feels pampered when I place this cloth on him and push the snap-in buttons around his neck.",positive,5.0,5.0,1494859972000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",12716352646428086715
amazon_27976,ecommerce,B01695MZ9S,B01695MZ9S,They were EXACTLY what I expected and came so fast. Love them!,They were EXACTLY what I expected and came so fast. Love them!,positive,5.0,5.0,1453901839000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",16800868111711505536
amazon_26419,ecommerce,B08HQ5PN9Q,B08HQ5PN9Q,Color is exactly the shade of black I want. I got them since they came with the neck strap that help your ears not hurt during the end of the day. Extremely comfortable to wear.,Color is exactly the shade of black I want. I got them since they came with the neck strap that help your ears not hurt during the end of the day. Extremely comfortable to wear.,positive,5.0,5.0,1604327756829,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",17500122185885252271
amazon_20886,ecommerce,B01I24RSH8,B01I24RSH8,"I absolutely love these! They are so simple, but they add the perfect little something to packages being sent out. They are also very good quality; they peel up off their backing easily, and adhere to whatever surface you put them on with no lifting or peeling up. Fantastic value also - similar stickers sell for significantly more on Etsy. You won't be disappointed with these!","I absolutely love these! They are so simple, but they add the perfect little something to packages being sent out. They are also very good quality; they peel up off their backing easily, and adhere to whatever surface you put them on with no lifting or peeling up. Fantastic value also - similar stickers sell for significantly more on Etsy. You won't be disappointed with these!",positive,5.0,5.0,1477169919000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",6728899135713200914
amazon_23456,ecommerce,B09N8WV99X,B09N8WV99X,"[[VIDEOID:19bb6cb5b35b75de6cd429e3da29e779]] These gel polishes are gorgeous colors! I found things I liked and disliked about them. What I liked: 1. The kit comes in a pack of 10 and the color variety is good. This is a lot of polishes for the price. 2. The colors look the same wet and dry *see video* as well as on the bottle swatch. 3. They have lasted very well for me and I work with my hands a lot as well as play guitar often with no pick. This will chip your nails quickly, but this hasn't happened yet. What I disliked: 1. This kit does not come with a base or top coat. 2. I already have a few base and top coats hanging around the house and the first attempt I made using this polish I used a base and top coat that was not comparable. It would not dry even when under the UV light for quite some time. The second attempt I switched my base and top coat to another brand and it worked. They should really just include the base and top coats if this is a potential for customers. Just keep this in mind if you find the polish isn't drying the first attempt. Given the pros and cons as long as you can find a compatible base and top coat you'll really like this product, if you want to avoid the frustration I'd suggest finding a kit that includes the base and top coats already.","[[VIDEOID:19bb6cb5b35b75de6cd429e3da29e779]] These gel polishes are gorgeous colors! I found things I liked and disliked about them. What I liked: 1. The kit comes in a pack of 10 and the color variety is good. This is a lot of polishes for the price. 2. The colors look the same wet and dry *see video* as well as on the bottle swatch. 3. They have lasted very well for me and I work with my hands a lot as well as play guitar often with no pick. This will chip your nails quickly, but this hasn't happened yet. What I disliked: 1. This kit does not come with a base or top coat. 2. I already have a few base and top coats hanging around the house and the first attempt I made using this polish I used a base and top coat that was not comparable. It would not dry even when under the UV light for quite some time. The second attempt I switched my base and top coat to another brand and it worked. They should really just include the base and top coats if this is a potential for customers. Just keep this in mind if you find the polish isn't drying the first attempt. Given the pros and cons as long as you can find a compatible base and top coat you'll really like this product, if you want to avoid the frustration I'd suggest finding a kit that includes the base and top coats already.",positive,4.0,4.0,1648846675386,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",2598041532696336428
amazon_14749,ecommerce,B01MTZRRX7,B01MTZRRX7,"These are amazing. I wanted a dupe for the Tarte unicorn brush set and these hit the mark ten fold. They're just as soft, work great, more variety of brushes, and I think they're actually much prettier than Tarte's. They are hands down what you should get if you are looking for unicorn brushes.","These are amazing. I wanted a dupe for the Tarte unicorn brush set and these hit the mark ten fold. They're just as soft, work great, more variety of brushes, and I think they're actually much prettier than Tarte's. They are hands down what you should get if you are looking for unicorn brushes.",positive,5.0,5.0,1494725946000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",8573249016744892896
amazon_18873,ecommerce,B07TRQ9VRN,B07TRQ9VRN,The surface is not as effective for filing down nails. It works okay if smoothing a snag. Several spots on each side of blades were smooth glass.,The surface is not as effective for filing down nails. It works okay if smoothing a snag. Several spots on each side of blades were smooth glass.,negative,1.0,1.0,1580234986365,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",15188854398871365679
amazon_6077,ecommerce,B07FTD9XNJ,B07FTD9XNJ,Just alright for replacements,Just alright for replacements,positive,5.0,5.0,1563160676904,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",18044664621064391158
amazon_27812,ecommerce,B01GS7QKQQ,B01GS7QKQQ,This is an excellent natural product and works great. It is also a good value. I recommend it highly.,This is an excellent natural product and works great. It is also a good value. I recommend it highly.,positive,5.0,5.0,1497748758408,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",6949260443911919186
amazon_10359,ecommerce,B00DDTW5A8,B07C1YQTGN,product worked and is a good value.,product worked and is a good value.,positive,5.0,5.0,1541277709025,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",18059000520021268984
amazon_19263,ecommerce,B08HXR8Y61,B08HXR8Y61,Have bought before and will again,Have bought before and will again,positive,5.0,5.0,1665774892902,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",7566376131611687485
amazon_12329,ecommerce,B01HMLMQQA,B01HMLMQQA,"I always get hangnails and never remember to bring nail clippers with me. I put these on my lanyard with my car and house keys, they're basically unnoticeable and there when you need them! Not quite big enough for toe nails but you probably shouldn't do that in public anyways. Perfect for cutting hangnails or cuticles in emergency!","I always get hangnails and never remember to bring nail clippers with me. I put these on my lanyard with my car and house keys, they're basically unnoticeable and there when you need them! Not quite big enough for toe nails but you probably shouldn't do that in public anyways. Perfect for cutting hangnails or cuticles in emergency!",positive,5.0,5.0,1594848824150,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",8619467549453205394
amazon_21213,ecommerce,B0189OQF8Y,B0189OQF8Y,"bought this for my wife, she likes it very much. It is much more helpful than only using hands and more effective. The two sides fit both face and smaller areas around eyes. Both rolling smoothly and felt comfortable.","bought this for my wife, she likes it very much. It is much more helpful than only using hands and more effective. The two sides fit both face and smaller areas around eyes. Both rolling smoothly and felt comfortable.",positive,5.0,5.0,1551631488213,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",11794181485439194363
amazon_433,ecommerce,B071H4PWGK,B071H4PWGK,on a scale of 1-10 10 being best and 5 average this blade gets a 4 rough shave from a not so sharp blade prone to cutting going back to atra blades what a waste of money,on a scale of 1-10 10 being best and 5 average this blade gets a 4 rough shave from a not so sharp blade prone to cutting going back to atra blades what a waste of money,negative,2.0,2.0,1653599227336,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",10785578046854953228
amazon_10730,ecommerce,B083X74YR4,B086LKGHZG,"Compact for travel. Useful tools, but poor quality. Nail clippers broke while trimming finger nails.","Compact for travel. Useful tools, but poor quality. Nail clippers broke while trimming finger nails.",negative,2.0,2.0,1608924870867,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",16867814510725801909
amazon_21033,ecommerce,B08DHJ4L3B,B08DHJ4L3B,I wish I knew about this one years ago it covers up my phony pony perfectly I’m going to purchase more,I wish I knew about this one years ago it covers up my phony pony perfectly I’m going to purchase more,positive,5.0,5.0,1611208033601,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",16281634970927429676
amazon_4766,ecommerce,B01N2Z29B3,B01N2Z29B3,Nice quality at a good price.,Nice quality at a good price.,positive,5.0,5.0,1522865075737,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4519100982166765576
amazon_10413,ecommerce,B08T649HVK,B08T649HVK,"This is the worse hair I’ve ever purchased!! I ordered body wave and no waves nor curls. This hair is like dog hair!! It will NOT curl no matter what you do to it. I’m disgusted and will NEVER buy from this seller ever ever again! Hair sheds everywhere and tangles, clumps up at the ends!! How can they be allowed to sell such subpar hair!! Never Again!!!!","This is the worse hair I’ve ever purchased!! I ordered body wave and no waves nor curls. This hair is like dog hair!! It will NOT curl no matter what you do to it. I’m disgusted and will NEVER buy from this seller ever ever again! Hair sheds everywhere and tangles, clumps up at the ends!! How can they be allowed to sell such subpar hair!! Never Again!!!!",negative,1.0,1.0,1637858788112,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",12179832291334758739
amazon_10291,ecommerce,B00FG0AR0W,B00FG0AR0W,"These do not stick and all iff very easily, not a good quality.","These do not stick and all iff very easily, not a good quality.",negative,1.0,1.0,1431636938000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",13359148334771706401
amazon_17874,ecommerce,B01I2MU2JQ,B01I2MU2JQ,Use it everyday for moisturizing! Non scented!!,Use it everyday for moisturizing! Non scented!!,positive,5.0,5.0,1580167168662,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",6719342232587605637
amazon_27630,ecommerce,B004H5D40W,B004H5D40W,This product would not suction to the bottom of my shower because of the texture on my shower floor. So if you have a textured shower floor this will not work for you.,This product would not suction to the bottom of my shower because of the texture on my shower floor. So if you have a textured shower floor this will not work for you.,negative,1.0,1.0,1483892627000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",7568290130912806622
amazon_16674,ecommerce,B003PPJV1Q,B003PPJV1Q,The item works really well at protection of iron and from heat transfer to other items (once iron is in the case).,The item works really well at protection of iron and from heat transfer to other items (once iron is in the case).,positive,5.0,5.0,1328797534000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9752592011037454391
amazon_26592,ecommerce,B07TNZVFN4,B07TNZVFN4,Definitely nice set for home use especially for price. But probably more set for lady hands. But definitely buy again.,Definitely nice set for home use especially for price. But probably more set for lady hands. But definitely buy again.,positive,5.0,5.0,1583373199645,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4393540329624150308
amazon_16627,ecommerce,B07PQGV9PC,B07PQGV9PC,Normally can not wear headbands they give me horrible headaches but I wear these all day with no problem. Will be buying more,Normally can not wear headbands they give me horrible headaches but I wear these all day with no problem. Will be buying more,positive,5.0,5.0,1585886674584,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4137549984541952673
amazon_9850,ecommerce,B01IMEH6GG,B01IMEH6GG,A wedding. Great stuff... very shiny and stays on a long time,A wedding. Great stuff... very shiny and stays on a long time,positive,5.0,5.0,1602869677299,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",17667899798790622263
amazon_8613,ecommerce,B00DHT4IGS,B00DHT4IGS,Most amazing thing ever! Cant give enough compliments. This is a must have. Will buy again and again...,Most amazing thing ever! Cant give enough compliments. This is a must have. Will buy again and again...,positive,5.0,5.0,1467210806000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4862136889813907661
amazon_16281,ecommerce,B01AONIWZM,B01AONIWZM,Bought this for my mom and she LOVED it. Hasn’t had one in about 20 years,Bought this for my mom and she LOVED it. Hasn’t had one in about 20 years,positive,5.0,5.0,1590415300305,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",404485876037031563
amazon_23607,ecommerce,B07PFG8KV6,B07PGLQ6P2,It was cute...but more for a child...not an adult.,It was cute...but more for a child...not an adult.,positive,4.0,4.0,1618317833800,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",12589994960920446852
amazon_9869,ecommerce,B077QM4PRD,B077QM4PRD,El producto llegó dañado deseo devolución del dinero o que no esté dañado,El producto llegó dañado deseo devolución del dinero o que no esté dañado,negative,1.0,1.0,1547906971921,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",270510446599520105
amazon_8791,ecommerce,B09HGYS67R,B09HGYS67R,I lover this. has multiple attachment so it’s guaranteed to fit whatever kind of faucet. My dog lovers stream also!,I lover this. has multiple attachment so it’s guaranteed to fit whatever kind of faucet. My dog lovers stream also!,positive,5.0,5.0,1642365979209,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",16428943556473537955
amazon_12366,ecommerce,B00DT4757A,B00DT4757A,Leaves a clean feeling but not sure if it actually works,Leaves a clean feeling but not sure if it actually works,positive,4.0,4.0,1460502362000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",17134704949684119364
amazon_24392,ecommerce,B07TQSPFLG,B07TQSPFLG,Can’t be used without magnetic eyeliner,Can’t be used without magnetic eyeliner,negative,2.0,2.0,1584889888598,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3617040170225652172
amazon_19800,ecommerce,B08R5M6FKZ,B08R5M6FKZ,I always need to put my fly aways back behind my head when working out. These are the PERFECT headbands for that. I took a star away just because the styles are a little much for when I wanna hear some funky leggings. I would order again if there were solid colors. I really suggest these headbands.,I always need to put my fly aways back behind my head when working out. These are the PERFECT headbands for that. I took a star away just because the styles are a little much for when I wanna hear some funky leggings. I would order again if there were solid colors. I really suggest these headbands.,positive,4.0,4.0,1612815089779,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",7011066020015106808
amazon_800,ecommerce,B0106TMQ2Y,B0106TMQ2Y,"My fiance really likes this wash. He says it leaves him cool, fresh and clean","My fiance really likes this wash. He says it leaves him cool, fresh and clean",positive,5.0,5.0,1492899321000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",2067393875841535638
amazon_8648,ecommerce,B08RNQNFW1,B08RNQNFW1,"This works. Big time. But even on the lowest setting, it gives us hickeys.","This works. Big time. But even on the lowest setting, it gives us hickeys.",positive,4.0,4.0,1636127114602,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4119217618950379383
amazon_4763,ecommerce,B00820HLSY,B00820HLT8,Awesome deal and great quality!,Awesome deal and great quality!,positive,5.0,5.0,1426347285000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",14063719466048435359
amazon_2143,ecommerce,B00GYSWXU2,B00GYSWXU2,Adorable and useful for my facial daily usages,Adorable and useful for my facial daily usages,positive,4.0,4.0,1477449874000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",5450940645578795771
